id,title,description,category,resolution,priority
TKT-0418,"Employee left company, please revoke per...","Employee left company, please revoke permissions.",Access Management,"Help: Execute offboarding script to disable AD, email, and internal VPN accounts.",Low
TKT-0419,Users reporting 500 internal server erro...,Users reporting 500 internal server error on checkout.,Application,Rollback the last hotfix release v4.2.7 and check application load balancer endpoints.,Critical
TKT-0420,App crashes when uploading files...,Urgent: App crashes when uploading files larger than 10MB.,Application,Urgent: Change the nginx.conf client_max_body_size setting mapping to 50M.,High
TKT-0421,Users reporting 500 internal ser...,Urgent: Users reporting 500 internal server error on checkout.,Application,Rollback the last hotfix release v3.5.4 and check application load balancer endpoints.,Critical
TKT-0422,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,Sanitize input parameters immediately via parameterized queries update. Happens intermittently.,High
TKT-0423,Packet loss spikes detected between core...,Packet loss spikes detected between core switches.,Network,Check physical fiber connections and spanning tree protocol logs.,Low
TKT-0424,Slow internet speeds reported across cam...,Slow internet speeds reported across campus network.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting. Please fix ASAP.,Medium
TKT-0425,Deployment pipeline failing for Customer...,Deployment pipeline failing for Customer Portal on EC2 instances.,Infrastructure,Clear IAM cache on the runner and restart the Jenkins pipeline.,High
TKT-0426,[Ticket] Detected suspicious login attem...,[Ticket] Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user jdoe.,Critical
TKT-0427,Packet loss spikes detected between core...,Packet loss spikes detected between core switches.,Network,Issue: Check physical fiber connections and spanning tree protocol logs.,Critical
TKT-0428,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies. Happens intermittently.,High
TKT-0429,Password reset requested for executive a...,Password reset requested for executive account.,Access Management,Verify identity via phone callback and issue temporary secure password link.,Low
TKT-0430,Deployment pipeline failing for Billing ...,Deployment pipeline failing for Billing API on EC2 instances.,Infrastructure,Clear IAM cache on the runner and restart the Jenkins pipeline. Please fix ASAP.,High
TKT-0431,DNS resolution failing for inter...,Urgent: DNS resolution failing for internal domain intranet.internal.,Network,Flush DNS cache locally and re-sync internal records on Active Directory. Happens intermittently.,High
TKT-0432,Error: Slow internet speeds reported acr...,Error: Slow internet speeds reported across campus network.,Network,Identify top bandwidth hogging devices and apply QoS rate limiting.,Medium
TKT-0433,BGP route flapping on the outbound gatew...,BGP route flapping on the outbound gateway. Happens intermittently.,Network,Contact ISP to verify ASN route advertisement stability policies. Need assistance.,Critical
TKT-0434,Issue: Users reporting 500 internal serv...,Issue: Users reporting 500 internal server error on checkout.,Application,Rollback the last hotfix release v1.9.4 and check application load balancer endpoints.,High
TKT-0435,"Issue: Employee left company, please rev...","Issue: Employee left company, please revoke permissions.",Access Management,"Execute offboarding script to disable AD, email, and internal VPN accounts.",Low
TKT-0436,Login button is unresponsive on mobile S...,Login button is unresponsive on mobile Safari.,Application,Update the frontend JS polyfills supporting legacy Safari engine.,Critical
TKT-0437,User bwilliams needs access to Github re...,User bwilliams needs access to Github repository.,Access Management,Add kmiller to the 'Developers' GitHub organization group with write permissions.,Critical
TKT-0438,Missing permissions to deploy to product...,Missing permissions to deploy to production AWS account.,Access Management,Assign IAM role 'Prod-Deployer' temporarily for 24 hours to bwilliams.,Critical
TKT-0439,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user jdoe. Please fix ASAP.,Critical
TKT-0440,"Employee left company, please revoke per...","Employee left company, please revoke permissions.",Access Management,"Execute offboarding script to disable AD, email, and internal VPN accounts.",Critical
TKT-0441,Database backup failed last night. Need ...,Database backup failed last night. Need assistance.,Database,Error: Check S3 backup bucket permissions and manually trigger the cron snapshot.,High
TKT-0442,Packet loss spikes detected between core...,Packet loss spikes detected between core switches.,Network,Help: Check physical fiber connections and spanning tree protocol logs.,Low
TKT-0443,Error: Contractor rjohnson requires Jira...,Error: Contractor rjohnson requires Jira access.,Access Management,Provision a standard license for rjohnson and assign to the Contractor user-tier.,Low
TKT-0444,DNS resolution failing for internal doma...,DNS resolution failing for internal domain intranet.internal.,Network,Flush DNS cache locally and re-sync internal records on Active Directory. Please fix ASAP.,Critical
TKT-0445,Missing permissions to deploy to...,Urgent: Missing permissions to deploy to production AWS account. This is blocking us.,Access Management,Assign IAM role 'Prod-Deployer' temporarily for 24 hours to jdoe.,Medium
TKT-0446,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,Urgent: Sanitize input parameters immediately via parameterized queries update.,Medium
TKT-0447,Error: App crashes when uploading files ...,Error: App crashes when uploading files larger than 10MB. This is blocking us.,Application,Change the nginx.conf client_max_body_size setting mapping to 50M.,High
TKT-0448,Password reset requested for executive a...,Password reset requested for executive account. This is blocking us.,Access Management,Urgent: Verify identity via phone callback and issue temporary secure password link.,Low
TKT-0449,Login button is unresponsive on mobile S...,Login button is unresponsive on mobile Safari.,Application,Update the frontend JS polyfills supporting legacy Safari engine.,Critical
TKT-0450,Missing permissions to deploy to product...,Missing permissions to deploy to production AWS account.,Access Management,Assign IAM role 'Prod-Deployer' temporarily for 24 hours to asmith.,Low
TKT-0451,High CPU utilization warning on main com...,High CPU utilization warning on main compute cluster.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops.,Medium
TKT-0452,Error: Users reporting 500 internal serv...,Error: Users reporting 500 internal server error on checkout.,Application,[Ticket] Rollback the last hotfix release v4.5.2 and check application load balancer endpoints.,Medium
TKT-0453,Vulnerability scan flagged outdated Open...,Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,Low
TKT-0454,"Employee left company, please revoke per...","Employee left company, please revoke permissions. Please fix ASAP.",Access Management,"Execute offboarding script to disable AD, email, and internal VPN accounts.",Critical
TKT-0455,Contractor bwilliams requires Jira...,Help: Contractor bwilliams requires Jira access. Happens intermittently.,Access Management,Error: Provision a standard license for rjohnson and assign to the Contractor user-tier. Please fix ASAP.,Low
TKT-0456,User asmith needs access to Github repos...,User asmith needs access to Github repository. Need assistance.,Access Management,Urgent: Add kmiller to the 'Developers' GitHub organization group with write permissions. This is blocking us.,Low
TKT-0457,Malware detected on workstation DESKTOP-...,Malware detected on workstation DESKTOP-99B.,Security,"Isolate WS-ENGINEERING-1 from the network, run deep antivirus scan, and reinstall OS if needed.",Low
TKT-0458,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,[Ticket] Sanitize input parameters immediately via parameterized queries update.,Critical
TKT-0459,User bwilliams needs access to G...,Urgent: User bwilliams needs access to Github repository.,Access Management,Add asmith to the 'Developers' GitHub organization group with write permissions.,Low
TKT-0460,Contractor kmiller requires Jira access.,Contractor kmiller requires Jira access.,Access Management,Urgent: Provision a standard license for kmiller and assign to the Contractor user-tier.,Critical
TKT-0461,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user jdoe.,Low
TKT-0462,Unencrypted S3 bucket alert.,Unencrypted S3 bucket alert.,Security,Enable AES256 server-side encryption via AWS console policies.,Medium
